,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
2749,너이길 원해,,684000,684000,107,107,1,5,미국,,,멜로/로맨스,,
2750,사령혼: 죽은 넋,2014-03-20,135000,1309000,9,107,1,1,프랑스,,,다큐멘터리,,
2751,지붕 위의 새싹,,257000,257000,108,108,1,2,미국,,,다큐멘터리,,
2752,제 20회 한국예술종합학교 졸업영화제 섹션24,,432000,432000,108,108,1,1,한국,,,드라마,,
2753,아름다운 포로,,711000,711000,108,108,1,3,프랑스,,,장르없음,,
2754,안지오,,245000,245000,110,110,1,3,,,,장르없음,,
2755,SIDOF2019_친밀한 가족/꽃피는 편지/우리보고 죽우란 말이냐,,766000,766000,110,110,1,2,한국,,,다큐멘터리,,
2756,시네마 퓨처,,787000,787000,110,110,1,3,오스트리아,,,다큐멘터리,,
2757,청소년 경쟁2,,254000,254000,111,111,1,2,,,,장르없음,,
2758,파이어폭스,,158000,418000,59,111,1,3,,,,장르없음,,
2759,옛날옛적에 월트 디즈니는: 디즈니 미술의 원천,,537000,537000,111,111,1,2,프랑스,,전체관람가,다큐멘터리,,
2760,아키츠 온천,,555000,555000,111,111,1,2,일본,,,드라마,,
2761,사랑의 여행,1971-03-26,579000,579000,111,111,1,2,칠레,,,드라마,,
2762,양 도살자,,606000,606000,111,111,1,3,미국,,,드라마,,
2763,아이들의 왕,,686000,686000,111,111,1,40,중국,,,드라마,,
2764,헬로 어게인,,776500,776500,111,111,1,2,미국,,,드라마,,
2765,소년과 바다,1984-01-01,125000,125000,112,112,1,2,이란,,,다큐멘터리,,
2766,비눗방울,,560000,560000,112,112,1,1,일본,,,드라마,,
2767,아빠의 도시락,,560000,560000,112,112,1,1,일본,,,코미디,,
2768,우정은 결코 죽지 않는다,2014-08-07,560000,560000,112,112,1,1,브라질,,,드라마,,
2769,제20회 대전독립영화제 본선경쟁 섹션 1,2019-04-04,560000,560000,112,112,1,2,한국,,,드라마,,
2770,제20회 대전독립영화제 본선경쟁 섹션 3,2013-08-14,560000,560000,112,112,1,2,한국,,,드라마,,
2771,제20회 대전독립영화제 본선경쟁 섹션 7,2018-06-19,560000,560000,112,112,1,2,한국,,,드라마,,
2772,"제20회 대전독립영화제 한국독립영화, 현재 진행형 1",2017-08-24,560000,560000,112,112,1,2,한국,,,드라마,,
2773,히우네그루의 이야기,2020-05-20,560000,560000,112,112,1,1,브라질,,,다큐멘터리,,
2774,애니살롱전#23,2014-07-10,560000,560000,112,112,1,1,한국,,,애니메이션,,
2775,베어 시티 2 : 청혼,,656063,656063,112,112,1,2,미국,,,코미디,,"케빈 스미스,캐시 나지미,리차드 리엘"
2776,IL TEATRO AL LAVORO-연극 제작기,2014-07-03,1120000,1120000,112,112,1,1,이탈리아,,,다큐멘터리,,토니 세르빌로
2777,2019년 CJ문화재단 스토리업 제작지원 단편영화 상영회,2016-12-07,1732000,1732000,112,112,1,1,한국,,,드라마,,
2778,쓰레기통 속의 대화,2016-10-20,168750,168750,113,113,1,2,호주,,,다큐멘터리,,
2779,사탄의 가면,2014-04-24,640000,640000,113,113,1,3,이탈리아,,15세이상관람가,장르없음,,
2780,쏘리 엔젤,2011-11-17,1130000,1130000,113,113,1,2,프랑스,,,드라마,,
2781,제34조,2018-12-25,1130000,1130000,113,113,1,1,아일랜드,,,다큐멘터리,,
2782,슈팅,2013-08-29,228000,228000,114,114,1,4,,,,장르없음,,
2783,다함께 다큐를1,2010-12-23,334000,334000,114,114,1,2,,,,장르없음,,
2784,대통령의 음모,2017-01-19,0,570000,0,114,1,1,,,,장르없음,,
2785,전구 음모이론,2011-01-13,606006,606006,114,114,1,3,스페인,,,다큐멘터리,,
2786,험,2012-12-27,23660,23660,115,115,1,1,덴마크,,,장르없음,,
2787,서신교환 4. 호세 루이스 가린-요나스 메카스,2017-08-23,168000,552000,45,115,1,3,,,,장르없음,,
2788,인디애니페스트2011-독립보행1,2019-01-04,563000,563000,115,115,1,2,한국,,12세이상관람가,장르없음,,
2789,SIDOF2015_어머니가방에들어가신다 / 하드보일드 원더랜드,2020-11-04,574000,574000,115,115,1,2,한국,,,다큐멘터리,,
2790,도깨비불,2017-08-31,188000,715000,24,115,1,1,프랑스,,,드라마,,
2791,어둠의 사투,2018-01-31,815000,815000,115,115,1,3,,,,장르없음,,
2792,봄의 메커니즘,2019-07-11,32632,32632,116,116,1,5,일본,,전체관람가,애니메이션,,
2793,죽음의 추적자,2019-10-17,330000,330000,116,116,1,4,,,,장르없음,,
2794,리틀 제이콥+듀오,2019-02-26,384000,384000,116,116,1,2,한국,,전체관람가,드라마,,
2795,카와치 카르멘,2019-12-23,508000,508000,116,116,1,4,,,,장르없음,,
2796,8월의 달을 위한 다섯 인형들,2020-04-29,644000,644000,116,116,1,2,이탈리아,,청소년관람불가,장르없음,,
2797,SIFF2019-특별단편 6,2020-09-02,812000,812000,116,116,1,2,한국,,,드라마,,
2798,미라클 문 페스티벌 츠키우타. 버추얼 라이브 2019 사계 딜레이 뷰잉 ~겨울 버전~,2017-10-12,3479000,3479000,116,116,1,1,일본,,전체관람가,애니메이션,,키무라 료헤이
2799,겡카엘레지,2006-04-27,505000,505000,117,117,1,4,,,,장르없음,,
2800,AISFF2013 국제경쟁 8,2020-09-17,573000,573000,117,117,1,2,,,,장르없음,,
2801,라스트 다이빙,2015-02-05,192000,644000,43,117,1,4,포르투갈,,,장르없음,,
2802,SICAF2014 시카프초이스 1: 바람의 무게,1997-04-19,685300,685300,117,117,1,3,기타,,,애니메이션,,
2803,감독특별전-남궁선,,818000,818000,117,117,1,6,한국,,,장르없음,,
2804,14th 필름다빈 프로젝트 : 류아벨 배우전,2000-10-14,925000,925000,117,117,1,1,한국,,,드라마,,
2805,미라클 문 페스티벌 츠키우타. 버추얼 라이브 2019 사계 딜레이 뷰잉 ~가을 버전~,2018-04-25,3510000,3510000,117,117,1,1,일본,,전체관람가,애니메이션,,키무라 료헤이
2806,서칭 포 빌,2016-11-02,228000,228000,118,118,1,2,덴마크,,,드라마,,
2807,들장미,2018-09-01,87000,327000,29,118,1,1,오스트리아,,,드라마,,마이클 앤더슨
2808,엠마뉴엘,2018-12-19,356000,356000,118,118,1,6,,,,장르없음,,
2809,존 웨인의 US 마샬,2016-05-19,240000,406000,48,118,1,2,,,,장르없음,,
2810,배리 린든,2016-02-16,548000,548000,118,118,1,4,,,,장르없음,,
2811,긴 산책,2015-06-04,590000,590000,118,118,1,2,기타,,,드라마,,
2812,"신비한 여인, 미",,590000,590000,118,118,1,2,기타,,,드라마,,
2813,아마존 그루브,2013-11-27,590000,590000,118,118,1,1,브라질,,,다큐멘터리,,
2814,우핀 & 이핀의 모험,2014-04-17,590000,590000,118,118,1,2,말레이시아,,,애니메이션,,
2815,칭 마이아,2016-08-25,590000,590000,118,118,1,1,브라질,,,다큐멘터리,,
2816,SIFF2011-단편경쟁9,2014-07-03,708000,708000,118,118,1,2,한국,,15세이상관람가,장르없음,,
2817,MSFF2020 희극지왕 1,2013-12-12,708000,708000,118,118,1,1,한국,,,코미디,,
2818,영혼의 줄리에타,2018-10-13,578000,750000,83,118,1,1,,,,장르없음,,
2819,탱고와 캐쉬,2020-01-22,84000,266000,28,119,1,1,미국,워너 브러더스 픽쳐스,연소자관람불가,액션,,
2820,"[제5회 여성인권영화제, 피움 2011]피움 줌 인1",2018-09-03,463000,463000,119,119,1,2,,,전체관람가,장르없음,,
2821,사탄의 태양 아래,2015-01-08,515000,655500,101,119,1,3,,,,장르없음,,
2822,SIDOF2019_밤낮/463 Poem of the lost/우리 아버지께,2016-09-19,825000,825000,119,119,1,2,한국,,,다큐멘터리,,
2823,"SIDOF2019_부당, 쓰러지지 않는/보이지 않는 아이들/례",,827500,827500,119,119,1,2,한국,,,다큐멘터리,,
2824,코브라,2012-10-18,240000,240000,120,120,1,2,미국,,고등학생이상관람가,액션,,
2825,AISFF2013 국내경쟁 2,2019-08-14,585000,585000,120,120,1,2,한국,,,장르없음,,
2826,에드 우드,,306000,598000,63,120,1,3,,,,장르없음,,
2827,당통,2016-11-10,781000,781000,120,120,1,5,,,,장르없음,,
2828,손희정이 영화를 말하다-콩나물·내게 사랑은 너무 써·사라진 밤·잘돼가? 무엇이든,2014-11-13,1440000,1440000,120,120,1,1,한국,,,드라마,,
2829,버깅 더 버그,2009-01-29,28400,28400,121,121,1,1,캐나다,,,애니메이션,,
2830,SISFF2020 일제강제동원 피해자와 그 가족의 이야기,2004-11-26,605000,605000,121,121,1,1,한국,,,다큐멘터리,,
2831,노사리:순간의 영원,,605000,605000,121,121,1,1,일본,,,드라마,,
2832,아빠가 떠나신다,2013-11-14,605000,605000,121,121,1,1,프랑스,,,다큐멘터리,,
2833,416프로젝트 “망각과 기억”,2018-05-03,37000,734000,6,121,1,2,한국,,,다큐멘터리,,
2834,고기를 원한다면,2015-07-09,515000,667000,103,122,1,1,네덜란드,,,다큐멘터리,,
2835,아담,2013-02-21,1220000,1220000,122,122,1,2,미국,,,드라마,,
2836,나의 춤,2018-05-17,35625,35625,123,123,1,1,영국,,,애니메이션,,
2837,삶의 수레바퀴,2016-05-04,35625,35625,123,123,1,1,영국,,,애니메이션,,
2838,실사를 위한 애니메이션,2014-10-02,35625,35625,123,123,1,1,영국,,,애니메이션,,
2839,용과 파리,,35625,35625,123,123,1,1,영국,,,애니메이션,,
2840,울리 울프,,35625,35625,123,123,1,1,영국,,,애니메이션,,
2841,총알받이,2007-07-05,35625,35625,123,123,1,1,영국,,,애니메이션,,
2842,로맨싱 스톤,2019-04-10,295000,295000,123,123,1,5,미국,,국민학생관람불가,액션,,"대니 드비토,잭 노먼,알폰소 아라우"
2843,SIDOF2015_찍으라는 영화는 안 찍고 / 아빠가 죽으면 나는 어떡하지?,2016-02-03,614000,614000,123,123,1,2,한국,,,다큐멘터리,,
2844,PDFF2018 폐막식,2019-06-13,615000,615000,123,123,1,1,기타,,,장르없음,,
2845,SPFF 2018 국내단편 2,2012-07-12,1222000,1222000,123,123,1,2,한국,,,드라마,,
2846,에밀리 디킨슨의 밤,2014-04-16,1224000,1224000,123,123,1,2,미국,,,드라마,,
2847,작은 거인들,,1230000,1230000,123,123,1,2,캐나다,,,드라마,,
2848,SICAF2017 경쟁:학생2,2015-03-12,504000,504000,124,124,1,1,기타,,,애니메이션,,
2849,해체주의 건축의 거장들,2013-08-29,948000,948000,124,124,1,2,미국,,,다큐멘터리,,
2850,황혼-몇살이 되어도 남자와 여자,2008-04-17,50000,623000,10,125,1,1,일본,,,성인물(에로),,
2851,"잠든 콘크리트: 사회주의, 자본주의를 만나다 + 골목의 이야기",1993-05-28,750000,750000,125,125,1,2,기타,,,다큐멘터리,,
2852,평화의 시대+Present+브레멘,1999-06-19,750000,750000,125,125,1,1,한국,,,드라마,,
2853,마을을 위한 레퀴엠,1997-01-18,801000,801000,125,125,1,3,영국,,청소년관람불가,드라마,,
2854,아이반호,1994-12-31,130000,274000,54,126,1,3,,,,장르없음,,
2855,SICAF2017 체코특별전: 현대전,2000-04-22,516000,516000,126,126,1,1,체코,,,애니메이션,,
2856,PISAF2013-국제 학생경쟁3,2019-06-26,554000,554000,126,126,1,1,,,,애니메이션,,
2857,제20회 대전독립영화제 연대와 유대의 초대 1,2019-04-16,630000,630000,126,126,1,2,한국,,,드라마,,
2858,절대 멈추지 않는 사람들,2018-06-30,40500,40500,127,127,1,5,프랑스,,전체관람가,애니메이션,,
2859,Leopards cant purr,2015-02-26,90600,90600,127,127,1,1,한국,,,장르없음,,
2860,Mesozoic Mushrooms,2015-01-29,90600,90600,127,127,1,1,한국,,,장르없음,,
2861,Office Gallery,2014-12-24,90600,90600,127,127,1,1,한국,,,장르없음,,
2862,Pathos,2014-11-13,90600,90600,127,127,1,1,한국,,,장르없음,,
2863,SWITCH,2016-08-18,90600,90600,127,127,1,1,한국,,,장르없음,,
2864,The first birthday,2017-06-08,90600,90600,127,127,1,1,한국,,,장르없음,,
2865,door to door,,90600,90600,127,127,1,1,한국,,,장르없음,,
2866,last vacation,2014-12-04,90600,90600,127,127,1,1,한국,,,장르없음,,
2867,unwelcome guest,2019-08-29,90600,90600,127,127,1,1,한국,,,장르없음,,
2868,Mr. Toilet,,90727,90727,127,127,1,1,한국,,,장르없음,,
2869,한국 다큐 쇼케이스,2012-01-05,232500,232500,127,127,1,2,한국,,,장르없음,,
2870,"인디애니페스트2017 기록되지 않은 것의 기록, 애니메이티드 다큐멘터리",2013-09-25,462000,462000,127,127,1,2,기타,,,애니메이션,,
2871,일망타진,2015-04-23,114000,463000,57,127,1,2,,,,장르없음,,
2872,SICAF2017 특별경쟁: 시카프 데뷰 2,2019-09-04,522000,522000,127,127,1,1,기타,,,애니메이션,,
2873,숲을 위한 반란,2015-10-19,357500,357500,128,128,1,2,폴란드,,,다큐멘터리,,
2874,SICAF2017 체코특별전: 애니필름 베스트 2017,2018-08-23,528000,528000,128,128,1,1,기타,,,애니메이션,,
2875,한국 다큐 : 영화과를 졸업한 언니들과 나 + 수퍼 디스코,2013-11-14,666000,666000,128,128,1,1,한국,,,다큐멘터리,,
2876,바이킹의 후예,2015-08-20,26897,26897,129,129,1,3,덴마크,,12세이상관람가,애니메이션,,
2877,캡틴 어썸,2018-06-26,26897,26897,129,129,1,3,덴마크,,15세이상관람가,애니메이션,,
2878,포커의 지배자,2018-09-22,26897,26897,129,129,1,3,덴마크,,12세이상관람가,애니메이션,,
2879,언더월드,2017-09-07,188020,188020,129,129,2,4,대만,,,애니메이션,,
2880,SICAF2017 경쟁:단편3,,524000,524000,129,129,1,1,기타,,,애니메이션,,
2881,인디애니페스트2011-국내스페셜-집,2014-08-30,645000,645000,129,129,1,1,한국,,15세이상관람가,장르없음,,
2882,caff 단편 애니메이션 2,2013-03-13,645000,645000,129,129,1,2,기타,,,애니메이션,,
2883,블레이드 러너,2017-02-16,570000,670000,108,129,1,3,,,,장르없음,,
2884,미용실 : 특별한 서비스 2,,765000,765000,129,129,20,20,한국,(주)영화사가을,청소년관람불가,멜로/로맨스,,김지연
2885,SIDOF2019_추방자들/편안한 밤/환영의 도시/거대 생명체들의 도시,2019-03-04,894300,894300,129,129,1,2,한국,,,다큐멘터리,,
2886,[인디포럼 월례비행] 레인보우,2019-04-05,346000,920000,49,129,1,2,한국,,,드라마,,
2887,21세기의 기원,2019-03-04,214500,214500,130,130,1,2,프랑스,,,다큐멘터리,,
2888,복수무정,2020-07-03,260000,260000,130,130,1,2,미국,워너 브러더스 픽쳐스,고등학생이상관람가,액션,,
2889,호수의 란슬롯,2020-07-03,822000,822000,130,130,1,3,,,,장르없음,,
2890,풀어헤쳐진 말들,2020-07-03,843000,843000,130,130,1,3,미국,,,다큐멘터리,,
2891,SICAF2017 특별경쟁:시카프 초이스1,2020-12-04,526000,526000,131,131,1,1,기타,,,애니메이션,,
2892,SICAF2017 폴란드 특별전: 회고전,2016-03-30,526000,526000,131,131,1,1,폴란드,,,애니메이션,,
2893,SICAF2017 경쟁:단편4,,536000,536000,131,131,1,1,기타,,,애니메이션,,
2894,인디애니페스트2017 새벽비행2,,612000,612000,131,131,1,2,한국,,,애니메이션,,
2895,얀 겔의 위대한 실험,2013-11-07,655000,655000,131,131,2,5,덴마크,,,다큐멘터리,,
2896,백일홍 : 미스 호쿠사이,,785000,785000,131,131,1,2,일본,,,애니메이션,,안
2897,신밧드,2018-07-30,823000,823000,131,131,1,3,헝가리,,15세이상관람가,드라마,,
2898,HYUKOH_NA_TOUR1.PRPROJ,2016-02-04,880000,880000,131,131,1,6,한국,,,다큐멘터리,,
2899,동물을 먹는다는 것에 대하여,,887900,887900,131,131,1,2,미국,,,다큐멘터리,,
2900,01-Aug-12,2005-08-26,107612,107612,132,132,1,1,한국,,,장르없음,,
2901,Cunning,2018-08-28,107612,107612,132,132,1,1,한국,,,장르없음,,
2902,Do you know?,2013-01-31,107612,107612,132,132,1,1,한국,,,장르없음,,
2903,Light from the dead bulb,2013-09-17,107612,107612,132,132,1,1,한국,,,장르없음,,
2904,Mr.GARBAGE,,107612,107612,132,132,1,1,한국,,,장르없음,,
2905,Panopticon,2017-02-23,107612,107612,132,132,1,1,한국,,,장르없음,,
2906,The Scapegoat,2014-10-01,107612,107612,132,132,1,1,한국,,,장르없음,,
2907,itinerary,2019-10-04,107612,107612,132,132,1,1,한국,,,장르없음,,
2908,Cyborg Emma,2016-07-28,107744,107744,132,132,1,1,한국,,,장르없음,,
2909,SIFF2018-선택단편 1,,870000,870000,132,132,1,3,한국,,,드라마,,
2910,제13회서울LGBT영화제-폐막식+깜짝상영,,914000,914000,132,132,1,1,기타,,,장르없음,,
2911,SICAF2017 폴란드 특별전: 현대전,,538000,538000,133,133,1,1,폴란드,,,애니메이션,,
2912,인디애니페스트2016-해외스페셜 콘스탄틴 브론지트 감독 특별전 : 우주로 향한 꿈,,564000,564000,133,133,1,2,기타,,,애니메이션,,
2913,시라노,,330000,755500,78,133,1,4,프랑스,,연소자관람가,드라마,,"안느 브로쉐,제라르 드빠르디유,자크 웨버"
2914,버베리안 스튜디오,2017-07-27,849000,849000,133,133,1,3,영국,,,공포(호러),,"토비 존스,코시모 퍼스코"
2915,1월 단편 상상극장 - Happy ‘New Star’,2013-10-19,929000,929000,133,133,1,5,한국,,15세이상관람가,장르없음,,
2916,갑과 을 그리고 병,2014-09-20,181400,181400,134,134,1,8,한국,,,드라마,,
2917,어쩌면 우리는,2011-03-17,181400,181400,134,134,1,8,한국,,,장르없음,,
2918,철목련,,125000,599000,41,134,1,2,,,,장르없음,,
2919,화염의 바다,2014-03-06,670000,670000,134,134,1,2,이탈리아,,,장르없음,,
2920,야상곡,2015-03-19,111421,111421,135,135,1,1,덴마크,,,장르없음,,
2921,피다이,2014-04-24,341000,341000,135,135,1,2,프랑스,,,다큐멘터리,,
2922,SICAF2017 경쟁:학생3,2010-12-01,560000,560000,135,135,1,1,기타,,,애니메이션,,
2923,형사 라바르뎅,2013-12-24,769000,769000,135,135,1,7,,,,장르없음,,
2924,"MSFF2018 시그니처: 하나의 이야기, 다른 영화 1",2012-11-29,810000,810000,135,135,1,2,한국,,,드라마,,
2925,언어와의 작별,2012-04-05,285000,1303000,50,135,1,3,프랑스,,,드라마,,
2926,SICAF2017 특별경쟁: 시카프 데뷰 1,2012-03-22,556000,556000,136,136,1,1,기타,,,애니메이션,,
2927,위기의 30대 여자들,2015-09-17,946400,946400,136,136,1,2,이스라엘,,,다큐멘터리,,
2928,이틀리즈 MV - 어트랙티브,2016-02-18,24234,24234,137,137,1,1,이스라엘,,,장르없음,,
2929,SICAF2017 경쟁: 단편1,2015-05-28,562000,562000,137,137,1,1,기타,,,애니메이션,,
2930,SICAF2017 경쟁:학생1,2012-02-29,562000,562000,137,137,1,1,기타,,,애니메이션,,
2931,MSFF2020 희극지왕 2,2017-04-05,822000,822000,137,137,1,1,한국,,,코미디,,
2932,음악으로 통한다 2015,2016-03-10,1415000,1415000,137,137,1,1,기타,,,공연,,
2933,도둑까치,,3725600,3725600,137,137,5,45,이탈리아,일미디어,전체관람가,공연,,
2934,SICAF2017 경쟁: 단편2,2019-03-14,568000,568000,138,138,1,1,기타,,,애니메이션,,
2935,SICAF2017 특별경쟁:시카프 아시아,,568000,568000,138,138,1,1,기타,,,애니메이션,,
2936,라 플로르,,804000,804000,138,138,1,9,아르헨티나,,,드라마,,
2937,페이싱 미러즈,2018-02-08,892000,892000,138,138,1,7,이란,,,장르없음,,
2938,헤르츠 프랑크 회고전 2,2016-07-06,229000,229000,139,139,1,1,,,,장르없음,,
2939,SICAF2017 마스터클래스: 폴란드,2019-12-19,584000,584000,139,139,1,1,폴란드,,,애니메이션,,
2940,SICAF2012_픽사 이야기 1,,587000,587000,139,139,1,1,한국,,전체관람가,장르없음,,
